macro,micro,weighted,average
0.00864792899408284,0.05405035577449371,0.06066372863247864,0.04112067113368506
0.00864792899408284,0.053091397849462374,0.06066372863247864,0.04080101849200795
0.00864792899408284,0.05216587427363973,0.06066372863247864,0.040492510633400404
0.00864792899408284,0.05127206645898235,0.06066372863247864,0.04019457469518128
0.00864792899408284,0.050408371618172534,0.06066372863247864,0.039906676414911336
0.00864792899408284,0.04957329317269077,0.06066372863247864,0.039628316933084086
0.008867761452031116,0.05,0.061673421501706495,0.04018039431791254
0.008867761452031116,0.04919825072886297,0.061673421501706495,0.03991314456086686
0.009087591240875914,0.04961740793878526,0.06268229166666667,0.04046243028210928
0.009087591240875914,0.04884651600753295,0.06268229166666667,0.040205466305025174
0.009087591240875914,0.04809921186833565,0.06268229166666667,0.039956364925292746
0.009204470742932283,0.04794520547945206,0.06296693034497913,0.04003886885578783
0.009204470742932283,0.04723346828609987,0.06296693034497913,0.03980162312467043
0.009424279681402683,0.047650709219858145,0.06397435209049256,0.04034978033058446
0.009540968196772675,0.047509829619921354,0.06425768801784577,0.0404361619448466
0.00965749578888265,0.047372954349698536,0.06454042314698052,0.04052362442852057
0.009773873109369538,0.04723991507430997,0.06482257659250018,0.040612121592059895
0.009773873109369538,0.046587102177554435,0.06482257659250018,0.040394517293141384
0.009773873109369538,0.04595208591491119,0.06482257659250018,0.04018284520559364
0.009890109890109891,0.045843520782396084,0.06510416666666667,0.04027926577972422
0.010006215040397762,0.04573783675110575,0.06538521092106156,0.04037642090418836
0.010006215040397762,0.04513888888888889,0.06538521092106156,0.040176771616782736
0.010006215040397762,0.0445554249902076,0.06538521092106156,0.03998228365055564
0.010006215040397762,0.04398685228151586,0.06538521092106156,0.03979275941432506
0.010122196732056742,0.04390988927071402,0.06566572618567781,0.03989927072948286
0.010341982213257541,0.04430618401206637,0.06666913360963095,0.04043909994498495
0.010341982213257541,0.043761638733705775,0.06666913360963095,0.04025758485219809
0.010341982213257541,0.04323031640912436,0.06666913360963095,0.04008047741067095
0.010341982213257541,0.042711741185023626,0.06666913360963095,0.039907619002637375
0.010341982213257541,0.042205459770114945,0.06666913360963095,0.03973885853100115
0.010341982213257541,0.04171104011359603,0.06666913360963095,0.03957405197882818
0.010457854061826026,0.041666666666666664,0.06694865751595674,0.03969105941481648
0.010457854061826026,0.04118973291710024,0.06694865751595674,0.03953208149829434
0.010457854061826026,0.04072359396433471,0.06694865751595674,0.03937670184737249
0.010457854061826026,0.04026788741946423,0.06694865751595674,0.039224799665748995
0.010573618821041502,0.04024144869215291,0.06722770361772103,0.03934759037697181
0.010573618821041502,0.03980099502487563,0.06722770361772103,0.039200772487879385
0.010573618821041502,0.03937007874015749,0.06722770361772103,0.03905713372630667
0.010573618821041502,0.03894839337877312,0.06722770361772103,0.03891657193917855
0.010573618821041502,0.038535645472061654,0.06722770361772103,0.03877898930360806
0.010689282627484874,0.03852875754687004,0.06750628591954022,0.038908108697965044
0.010804851157662625,0.03852201257861636,0.06778441788401947,0.039037093873432814
0.010920329670329671,0.03851540616246499,0.06806211245772266,0.03916594943017244
0.010920329670329671,0.038123844731977816,0.06806211245772266,0.03903542895334338
0.011035723044224639,0.03812137846904544,0.0683393820956635,0.03916549453631119
0.011035723044224639,0.037741545893719815,0.0683393820956635,0.03903888367786932
0.011035723044224639,0.037369207772795225,0.0683393820956635,0.038914770970894456
0.011035723044224639,0.03700414446417999,0.0683393820956635,0.03879308320135604
0.011151035811787379,0.03701260627381999,0.06861623878441493,0.0389266269566741
0.011151035811787379,0.036657955865272936,0.06861623878441493,0.03880841015382508
0.011151035811787379,0.03631003738855335,0.06861623878441493,0.03869243732825189
0.011151035811787379,0.03596866096866097,0.06861623878441493,0.03857864518828776
0.011151035811787379,0.0356336438046853,0.06861623878441493,0.038466972800295866
0.011151035811787379,0.035304809843400446,0.06861623878441493,0.03835736147986759
0.011266272189349112,0.035328345802161265,0.06889269406392694,0.03849577068514577
0.011266272189349112,0.035008237232289956,0.06889269406392694,0.038389067828522
0.011266272189349112,0.03469387755102041,0.06889269406392694,0.03828428126809882
0.011266272189349112,0.034385113268608415,0.06889269406392694,0.038181359840628155
0.01138143610421836,0.034415931569099174,0.06916875904813609,0.03832204224048454
0.01138143610421836,0.034114997350291464,0.06916875904813609,0.0382217308342153
0.01138143610421836,0.03381928027318098,0.06916875904813609,0.03812315847517848
