,macro,micro,weighted,f1
0,0.09307384225448505,0.22959183673469388,0.21808021157542698,0.3173167044595616
1,0.0903445469577491,0.2534562211981567,0.2382891853604266,0.3389265368528041
2,0.04627891201954896,0.15810276679841898,0.1427628218753041,0.19660745269767826
3,0.029820753094910595,0.11266094420600858,0.06287582174495529,0.08714276488470038
4,0.02659463700381817,0.12765957446808512,0.10232081177414329,0.12300685300685302
5,0.12946526602688055,0.21332335329341312,0.2724039182655713,0.4065296569781921
