macro,micro,weighted,average
0.0021777003484320556,0.07352941176470588,0.01894387875917594,0.03155033029077129
0.003673146473779385,0.09615384615384615,0.027106683660081718,0.042311225429235745
0.005151098901098902,0.11138613861386142,0.035173605397400026,0.05057028097078678
0.005151098901098902,0.09574468085106383,0.035173605397400026,0.04535646171652091
0.0063775510204081625,0.10261194029850745,0.040547590962707554,0.04984569409387438
0.007086167800453515,0.09966777408637875,0.0421480844639225,0.049634008783584926
0.008035714285714287,0.10104790419161677,0.04531605040280934,0.05146655629338013
0.008979885057471266,0.10217983651226156,0.04845867410266437,0.05320613189079907
0.009382566585956417,0.096875,0.04894615613235586,0.05173457423943743
0.010317760034527406,0.09815242494226328,0.052059704201070686,0.053509963059287124
0.010702054794520547,0.0938841201716738,0.05253068049560233,0.052372285153932226
0.011633861774136089,0.09519038076152304,0.05562439575702283,0.054149546097560654
0.012565380843412882,0.09633458646616541,0.05870969987721675,0.05586988906226501
0.012937898089171979,0.0929203539823009,0.0591626213592233,0.055006957810232064
0.014148622047244094,0.09615384615384615,0.0644137415982076,0.05823873659976595
0.014517165260938325,0.09310618066561015,0.0648613037447989,0.057494883223782454
0.014517165260938325,0.08847891566265062,0.0648613037447989,0.05595246155612928
0.014880952380952382,0.08608321377331422,0.06530541164177806,0.05542319259868156
0.015526361935936404,0.08561643835616438,0.0667672102303076,0.05597000350746947
0.01588455149501661,0.08355176933158584,0.06720395548790521,0.05554675877150256
0.01652770483193277,0.0832286432160804,0.06865659430566161,0.056137647451224924
0.01652770483193277,0.07991556091676719,0.06865659430566161,0.055033286684787186
0.017458100558659217,0.08120649651972159,0.07171120029323584,0.05679193245720555
0.0181008655126498,0.08100558659217877,0.07315643067524817,0.057420960926692244
0.01845427661510464,0.07947198275862069,0.07358171893874994,0.057169326104158424
0.01845427661510464,0.07674297606659729,0.07358171893874994,0.05625965720681728
0.01909570993031359,0.0767102615694165,0.07502058772538141,0.0569421864083705
0.01909570993031359,0.07424537487828628,0.07502058772538141,0.056120557511327086
0.019736842105263157,0.07429245283018868,0.07645631067961164,0.05682853520502116
0.019736842105263157,0.07204940530649587,0.07645631067961164,0.05608085269712356
0.02037770866773676,0.07215808170515098,0.07788916537488783,0.05680831858259185
0.02072704081632653,0.07118205349439172,0.07830535468665793,0.05673814966579207
0.02072704081632653,0.06921140939597316,0.07830535468665793,0.05608126829965254
0.02107487697584253,0.06836734693877551,0.07871989815343612,0.05605404068935138
0.02107487697584253,0.06657392686804452,0.07871989815343612,0.05545623399910773
0.021421370967741934,0.06584043377226957,0.07913286341268785,0.05546488938423313
0.021421370967741934,0.06419939577039276,0.07913286341268785,0.05491787671694085
0.021766656223893066,0.0635593220338983,0.0795443144457993,0.05495676423453022
0.02240558098828598,0.06384892086330936,0.08096715698420921,0.055740552945268175
0.022749510763209392,0.06324666198172874,0.08137552805158228,0.05579056693217347
0.023092496520308738,0.0626717032967033,0.08178258133903028,0.05584892705201411
0.02343462105392458,0.0621222296843519,0.08218836685159502,0.055915072529957165
0.02343462105392458,0.060775295663600536,0.08218836685159502,0.05546609452304004
0.02343462105392458,0.0594855305466238,0.08218836685159502,0.05503617281738113
0.02343462105392458,0.05824937027707809,0.08218836685159502,0.05462411939419923
0.023775957751521658,0.05783466995681678,0.08259293209590321,0.05473451993474721
0.023775957751521658,0.05668077388149939,0.08259293209590321,0.054349887909641424
0.024116571892770104,0.05631298162418494,0.08299632223427791,0.05447529191707765
0.024456521739130432,0.0559593023255814,0.08339858022758116,0.05460480143076433
0.025094436813186814,0.05633200228180263,0.08481142643764002,0.05541262184420983
0.025094436813186814,0.055291153415453535,0.08481142643764002,0.05506567222209346
0.025094436813186814,0.05428807036833425,0.08481142643764002,0.05473131120638702
0.025094436813186814,0.0533207343412527,0.08481142643764002,0.05440886586402651
0.025094436813186814,0.05238726790450928,0.08481142643764002,0.05409771038511204
0.025094436813186814,0.0514859228362878,0.08481142643764002,0.05379726202903821
0.025094436813186814,0.050615069195284475,0.08481142643764002,0.05350697748203711
0.02573234349919743,0.051033266129032265,0.0862230358858809,0.054329548504703534
0.02573234349919743,0.05019831432821021,0.0862230358858809,0.05405123123776284
0.026370242440041707,0.05060975609756097,0.08763349514563105,0.05487116456107791
0.026370242440041707,0.04980796927508401,0.08763349514563105,0.05460390228691892
0.026370242440041707,0.04903119092627599,0.08763349514563105,0.054344976170649574
0.026709401709401705,0.04885993485342019,0.08803143659880576,0.054533591053875875
0.026709401709401705,0.04812098991750688,0.08803143659880576,0.05428727607523811
0.027347240146927423,0.04853273137697516,0.08943987088379543,0.05510661413589934
0.027685845213849283,0.04837633451957295,0.08983599101524069,0.055299390249554305
0.028023983315954116,0.04822446295484437,0.09023127119577859,0.055493239155525696
0.02836168536200982,0.04807692307692307,0.0906257381487381,0.05568811552922367
0.02836168536200982,0.047400937366851296,0.0906257381487381,0.05546278695919974
0.02836168536200982,0.0467436974789916,0.0906257381487381,0.05524370699657984
0.02869897959183673,0.046622461665975966,0.09101941747572814,0.05544695291118027
0.02903589185829708,0.046504497138184796,0.09141233371488218,0.05565090757045469
0.02903589185829708,0.04588543767648245,0.09141233371488218,0.0554445544165539
0.02903589185829708,0.04528264331210191,0.09141233371488218,0.055243622961760386
0.02903589185829708,0.04469548133595286,0.09141233371488218,0.05504790230304404
0.029372445874271798,0.04460822342901475,0.09180451039551073,0.05526172656626576
0.030010216243827683,0.04500191497510533,0.0932073324251151,0.056073154548016035
0.030010216243827683,0.04444024205748866,0.0932073324251151,0.05588593024214381
0.030010216243827683,0.04389241688457228,0.0932073324251151,0.05570332185117169
0.030010216243827683,0.04335793357933579,0.0932073324251151,0.055525160749426185
0.030010216243827683,0.04283631060882246,0.0932073324251151,0.05535128642592174
0.030010216243827683,0.04232708933717579,0.0932073324251151,0.055181546002039526
0.03034645151869159,0.042274830900676394,0.09359812312910458,0.05540646851615752
0.03034645151869159,0.04178395496129486,0.09359812312910458,0.055242843203030335
0.03034645151869159,0.04130434782608697,0.09359812312910458,0.05508297415796104
0.03034645151869159,0.04083562585969739,0.09359812312910458,0.054926733502497854
0.03068237604320078,0.040802448146888805,0.09398824583448379,0.055157690008191124
0.03068237604320078,0.04034969737726967,0.09398824583448379,0.05500677308498475
0.03068237604320078,0.039906883937479216,0.09398824583448379,0.054859168605054597
0.03068237604320078,0.039473684210526314,0.09398824583448379,0.05471476869607029
0.03068237604320078,0.039049788480312396,0.09398824583448379,0.054573470119332314
0.03101800762439807,0.03903734707018674,0.09437772012052224,0.054811024938369014
0.03135336273428887,0.0390251672507168,0.09476656480872626,0.05504836493124398
0.03168845663265305,0.03901324085750315,0.09515479799914624,0.05528549849643414
0.03168845663265305,0.03861154446177847,0.09515479799914624,0.055151599697859245
0.0320233034765447,0.03860407659048795,0.09554243710461695,0.05538993905721653
0.0320233034765447,0.038214613268113734,0.09554243710461695,0.05526011794975846
0.0320233034765447,0.03783292978208233,0.09554243710461695,0.05513289012108132
0.0320233034765447,0.03745879532514234,0.09554243710461695,0.05500817863543467
0.03235791641813301,0.03746290801186944,0.09592949888306554,0.05525010777102266
0.03235791641813301,0.03709961798413165,0.09592949888306554,0.055129011095110064
0.03235791641813301,0.03674330616996508,0.09592949888306554,0.05501024049038788
0.03235791641813301,0.03639377342173537,0.09592949888306554,0.0548937295743113
0.03235791641813301,0.03605082809822959,0.09592949888306554,0.05477941446647605
0.03235791641813301,0.03571428571428571,0.09592949888306554,0.05466723367182808
0.03269230769230769,0.03573430493273543,0.09631599946801438,0.054914204031019175
0.03269230769230769,0.035406831435712306,0.09631599946801438,0.05480504619867812
0.03269230769230769,0.03508530544854155,0.09631599946801438,0.05469787086962121
0.03269230769230769,0.03476956640305427,0.09631599946801438,0.05459262452112545
0.0330264886952765,0.034797297297297296,0.09670195439739412,0.05484191346332264
0.0330264886952765,0.03448968657915885,0.09670195439739412,0.05473937655727649
0.0330264886952765,0.03418746680828465,0.09670195439739412,0.05463863663365176
